,DB:,site_id,url_site,phone1,phone2,street_address,address_suppl,zip5,name_system,name_site,hfp_fqhc_id,samhsa_ftloc_id,samhsa_otp_id,dbhids_tad_id,archival_only,why_hidden,data_review_notes,latitude,longitude,mat_avail,mat_bupe,mat_mtd,mat_ntrex,fqhc,primary_care,pay_medicaid,pay_private_insur,pay_medicare,pay_military_insur,pay_assistance_avail,pay_self_cash,pay_otherstate_insur,pay_fed_funding,pay_none_accepted,address_full,location
148,148,S00148,https://www.mazzonicenter.org/,,,1348 Bainbridge St,,19147,,,,34,,,,,,39.942612612782156,-75.16495624466991,,,,,,,,,,,,,,,,"1348 Bainbridge St Philadelphia, PA19147","1348 Bainbridge St, Philadelphia, Pennsylvania, 19147"
149,149,S00149,https://www.paatc.org/,,,329 East Wister St,,19144,,,,1014,,,,,,40.03366199789275,-75.16154601944683,,,,,,,,,,,,,,,,"329 East Wister St Philadelphia, PA19144","329 E Wister St, Philadelphia, Pennsylvania, 19144"
150,150,S00150,https://www.philachildrenscrc.com/,,,3300 Henry Ave,,19129,,Philadelphia Children’s Crisis Response Center,,,,47,,,,40.0113800074958,-75.1842929959224,,,,,,,,,,,,,,,,"3300 Henry Ave Philadelphia, PA19129","3300 Henry Ave, Philadelphia, Pennsylvania, 19129"
151,151,S00151,https://www.philadelphia.va.gov/,,,3900 Woodland Ave,,19104,,Philadelphia VA Medical Center (PVAMC),,"[18, 1]",5.0,,,,,39.94976513415977,-75.20123320007255,,,,,,,,,,,,,,,,"3900 Woodland Ave Philadelphia, PA19104","3900 Woodland Ave, Philadelphia, Pennsylvania, 19104"
152,152,S00152,https://www.providencetreatment.com/,,,1528 Walnut St,Suite 1410,19102,,,,1001,,,,,,39.94961641497169,-75.16694292593914,,,,,,,,,,,,,,,,"1528 Walnut St Philadelphia, PA19102","1528 Walnut St, Philadelphia, Pennsylvania, 19102"
153,153,S00153,https://www.rhd.org/morrishome/,,,5037 Woodland Ave,,19143,,,,1013,,,,,,39.93939999488154,-75.21515499577632,,,,,,,,,,,,,,,,"5037 Woodland Ave Philadelphia, PA19143","5037 Woodland Ave, Philadelphia, Pennsylvania, 19143"
154,154,S00154,https://www.swnustop.com/,,,5616 Woodland Ave,,19143,,,,43,,,,,,39.933802015117266,-75.22207903453246,,,,,,,,,,,,,,,,"5616 Woodland Ave Philadelphia, PA19143","5616 Woodland Ave, Philadelphia, Pennsylvania, 19143"
155,155,S00155,https://www.templehealth.org/locations/temple-health-episcopal-campus,,,100 East Lehigh Ave,,19125,,,,,,46,,,,39.98968102037426,-75.12818202149504,,,,,,,,,,,,,,,,"100 East Lehigh Ave Philadelphia, PA19125","100 E Lehigh Ave, Philadelphia, Pennsylvania, 19125"
156,156,S00156,https://www.thebridgephiladelphia.org/,,,1100 Adams Ave,,19124,,,,1007,,,,,,40.01633899287151,-75.09489496941441,,,,,,,,,,,,,,,,"1100 Adams Ave Philadelphia, PA19124","1100 Adams Ave, Philadelphia, Pennsylvania, 19124"
157,157,S00157,https://www.trinityhealthma.org/,,,501 South 54th St,,19143,,,,38,10.0,50,,,URL redirects from mercyhealth.org,39.952413932396325,-75.23024877130429,,,,,,,,,,,,,,,,"501 South 54th St Philadelphia, PA19143","501 S 54th St, Philadelphia, Pennsylvania, 19143"
158,158,S00158,https://www.wedgepc.com/,,,4243 Frankford Ave,,19124,Wedge Recovery Centers,,,15,,41,,,,40.009375014346745,-75.08898597913281,,,,,,,,,,,,,,,,"4243 Frankford Ave Philadelphia, PA19124","4243 Frankford Ave, Philadelphia, Pennsylvania, 19124"
159,159,S00159,https://www.wedgepc.com/,,,3609 North Broad St,,19140,Wedge Recovery Centers,,,16,,39,,,,40.00797900837287,-75.15109001433062,,,,,,,,,,,,,,,,"3609 North Broad St Philadelphia, PA19140","3609 N Broad St, Philadelphia, Pennsylvania, 19140"
160,160,S00160,https://www.wedgepc.com/,,,2009 South Broad St,,19148,Wedge Recovery Centers,,,17,,40,,,,39.92523399178182,-75.16903801596213,,,,,,,,,,,,,,,,"2009 South Broad St Philadelphia, PA19148","2009 S Broad St, Philadelphia, Pennsylvania, 19148"
161,161,S00161,https://www.wifamilyhealth.org/,,,5936 Chestnut St,1st Floor,19139,,,,64,,,,,,39.960179990138954,-75.24053003417353,,,,,,,,,,,,,,,,"5936 Chestnut St Philadelphia, PA19139","5936 Chestnut St, Philadelphia, Pennsylvania, 19139"
162,162,S00162,https://aschermd.com/,646-812-1421,,130 South 18th St,Apt 2102,19103,,"Michael Ascher, M.D., Psychiatry in Philadelphia & the Main Line",,,,,,,,39.950770004629504,-75.17085001579059,,,,,,,,,,,,,,,,"130 South 18th St Philadelphia, PA19103","130 S 18th St, Philadelphia, Pennsylvania, 19103"
163,163,S00163,https://www.bayada.com/offices/pa/philadelphia/1020-n--delaware-ave/home-health,,,1020 North Delaware Ave,,19125,,,,,,,,,,39.96593798043483,-75.1324749808444,,,,,,,,,,,,,,,,"1020 North Delaware Ave Philadelphia, PA19125","1020 N Delaware Ave, Philadelphia, Pennsylvania, 19125"
164,164,S00164,https://couragemedicine.org/,,,1010 West Lehigh Ave,,19133,,Courage Medicine,,,,,True,Data needs review,This address is listed in the provider's data but conflicts with practice website,39.99289200175224,-75.1485340367763,,,,,,,,,,,,,,,,"1010 West Lehigh Ave Philadelphia, PA19133","1010 W Lehigh Ave, Philadelphia, Pennsylvania, 19133"
165,165,S00165,https://couragemedicine.org/about/,215-385-5031,,7198 Castor Ave,,19149,,Courage Medicine,,,,,True,Data needs review,"This address is listed on the practice website, but conflicts with provider's data",40.04920401612725,-75.06844503575398,,,,,,,,,,,,,,,,"7198 Castor Ave Philadelphia, PA19149","7198 Castor Ave, Philadelphia, Pennsylvania, 19149"
166,166,S00166,https://beasleyaddiction.com/,267-417-9078,,2401 Pennsylvania Ave,E 1C44-45,19130,,Beasley Addiction Specialists,,,,,,,,39.96661201117868,-75.17792903593644,,,,,,,,,,,,,,,,"2401 Pennsylvania Ave Philadelphia, PA19130","2401 Pennsylvania Ave, Philadelphia, Pennsylvania, 19130"
167,167,S00167,https://www.beaumontretirement.com/about/management-team/,,,1201 Latona St,,19147,,,,,,,,,,39.934724988385454,-75.16425899004761,,,,,,,,,,,,,,,,"1201 Latona St Philadelphia, PA19147","1201 Latona St, Philadelphia, Pennsylvania, 19147"
168,168,S00168,https://chrispagnanimd.com/,267-687-0655,,1528 Walnut St,Suite 1415,19102,,"Chris Pagnani, MD PC, Private Practice of Psychiatry, Philadelphia",,,,,,,,39.94961641497169,-75.16694292593914,,,,,,,,,,,,,,,,"1528 Walnut St Philadelphia, PA19102","1528 Walnut St, Philadelphia, Pennsylvania, 19102"
169,169,S00169,https://www.familymedassoc.com/,,,205 North Broad St,Suite 500,19107,,,,,,,,,,39.95639160558838,-75.16265773656782,,,,,,,,,,,,,,,,"205 North Broad St Philadelphia, PA19107","205 N Broad St, Philadelphia, Pennsylvania, 19107"
170,170,S00170,https://richardsobelmd.com/,,,1500 Walnut St,Suite 902,19102,,,,,,,,,,39.949196008941726,-75.1662650309346,,,,,,,,,,,,,,,,"1500 Walnut St Philadelphia, PA19102","1500 Walnut St, Philadelphia, Pennsylvania, 19102"
171,171,S00171,https://www.myexecutivehealth.com/,,,1845 Walnut St,Suite 1540,19103,,,,,,,,,,39.95067000852464,-75.1716300357001,,,,,,,,,,,,,,,,"1845 Walnut St Philadelphia, PA19103","1845 Walnut St, Philadelphia, Pennsylvania, 19103"
172,172,S00172,http://www.philapainclinic.com/,215-969-2331,,12000 Bustleton Ave,Suite 208,19116,,Phila Pain Clinic,,,,,True,Data needs review,[_] Is pain management clinic suitable for listing on MAT finder?,40.12234701780713,-75.01670798986065,,,,,,,,,,,,,,,,"12000 Bustleton Ave Philadelphia, PA19116","12000 Bustleton Ave, Philadelphia, Pennsylvania, 19116"
173,173,S00173,https://www.hhinc.org/,,,5901 Market St,3rd Floor,19139,,,,,,,,,,39.96206998357647,-75.23904501238793,,,,,,,,,,,,,,,,"5901 Market St Philadelphia, PA19139","5901 Market St, Philadelphia, Pennsylvania, 19139"
174,174,S00174,https://www.cctckids.org/about-us/overview/,,,1080 North Delaware Ave,Suite 600,19125,,,,,,,,,,39.965683395059784,-75.13248116368341,,,,,,,,,,,,,,,,"1080 North Delaware Ave Philadelphia, PA19125","1080 N Delaware Ave, Philadelphia, Pennsylvania, 19125"
175,175,S00175,,,,3396 Miller St,,19134,,New Journeys in Recovery,,1010,,,True,Data needs review,Did site close after 2020? http://web.archive.org/web/20201020175717/http://njir-phila.org/,39.989106985735305,-75.1003280352337,,,,,,,,,,,,,,,,"3396 Miller St Philadelphia, PA19134","3396 Miller St, Philadelphia, Pennsylvania, 19134"
176,176,S00176,https://web.archive.org/web/20151108032653/http://www.covenanthousehealth.org/,215-844-1020,,251 East Bringhurst St,,19144,"Covenant House Health Services, Inc.",Main Admin Office,64.0,,,,True,Not a practice site,URL converted to most recent archival copy available (2015),40.03464699724441,-75.16493398471034,,,,,,,,,,,,,,,,"251 East Bringhurst St Philadelphia, PA19144","251 E Bringhurst St, Philadelphia, Pennsylvania, 19144"
177,177,S00177,,215-248-7561,,8125 Stenton Ave,,19150,"Covenant House Health Services, Inc.",Mt. Pleasant Health Center,67.0,,,,,,"Only indirect URLs found, e.g. https://www.freeclinics.com/det/pa_19150_mt-pleasant-medical-center-covenant-house",40.06751600190415,-75.17890100142867,,,,,,,,,,,,,,,,"8125 Stenton Ave Philadelphia, PA19150","8125 Stenton Ave, Philadelphia, Pennsylvania, 19150"
178,178,S00178,,267-331-9832,,138 Chelten Ave,2nd Floor Rear,19144,"Covenant House Health Services, Inc.",Covenant House Health and Dental Center,66.0,,,,,,No online information found for this street address,40.032967055727894,-75.17758869544157,,,,,,,,,,,,,,,,"138 Chelten Ave Philadelphia, PA19144","138 W Chelten Ave, Philadelphia, Pennsylvania, 19144"
179,179,S00179,,215-844-0181,,251 East Bringhurst St,,19144,"Covenant House Health Services, Inc.",Covenant House Health Services,65.0,,,,,,"URL from HFP (http://www.covenanthousehealth.org/) has been inactive since 2016 | Only indirect URLs found, e.g. https://www.freeclinics.com/det/pa_Covenant_House_Inc",40.03464699724441,-75.16493398471034,,,,,,,,,,,,,,,,"251 East Bringhurst St Philadelphia, PA19144","251 E Bringhurst St, Philadelphia, Pennsylvania, 19144"
